id,HPO_ID,name,OBO_Name,definition,OBO_Definition,UMLS_IDs,HPO_ID_norm,obo_label,obo_definition,IS_ASD_PHENOTYPE
http://purl.obolibrary.org/obo/HP_0032792,HP_0032792,Tonic seizure,,"A tonic seizure is a type of motor seizure characterized by unilateral or bilateral limb stiffening or elevation, often with neck stiffening.",,,HP:0032792,Tonic seizure,"A tonic seizure is a type of motor seizure characterized by unilateral or bilateral limb stiffening or elevation, often with neck stiffening.",True
http://purl.obolibrary.org/obo/HP_0032807,HP_0032807,Neonatal seizure,,A seizure occurring within the neonatal period (28 days beyond the full term date).,,,HP:0032807,Neonatal seizure,A seizure occurring within the neonatal period (28 days beyond the full term date).,True
http://purl.obolibrary.org/obo/HP_0033850,HP_0033850,Coldness,,"Relative coldness of a body part to palpitation, often acccompanied by feelings of coldness.",,,HP:0033850,Coldness,"Relative coldness of a body part to palpitation, often acccompanied by feelings of coldness.",True
http://purl.obolibrary.org/obo/HP_0040082,HP_0040082,Happy demeanor,,"A conspicuously happy disposition, characterized by frequent smiling and laughing, which may be contextually inappropriate or unrelated to the situation.",,C1856115,HP:0040082,Happy demeanor,"A conspicuously happy disposition, characterized by frequent smiling and laughing, which may be contextually inappropriate or unrelated to the situation.",True
http://purl.obolibrary.org/obo/HP_0045084,HP_0045084,Limb myoclonus,,,,,HP:0045084,Limb myoclonus,,True
http://purl.obolibrary.org/obo/HP_0100021,HP_0100021,Cerebral palsy,,"Cerebral palsy describes a group of permanent disorders of the development of movement and posture, causing activity limitation, that are attributed to nonprogressive disturbances that occurred in the developing fetal or infant brain. The motor disorders of cerebral palsy are often accompanied by disturbances of sensation, perception, cognition, communication, and behavior, by epilepsy, and by secondary musculoskeletal problems.",,C0007789,HP:0100021,Cerebral palsy,"Cerebral palsy describes a group of permanent disorders of the development of movement and posture, causing activity limitation, that are attributed to nonprogressive disturbances that occurred in the developing fetal or infant brain. The motor disorders of cerebral palsy are often accompanied by disturbances of sensation, perception, cognition, communication, and behavior, by epilepsy, and by secondary musculoskeletal problems.",True
http://purl.obolibrary.org/obo/HP_0100022,HP_0100022,Abnormality of movement,,An abnormality of movement with a neurological basis characterized by changes in coordination and speed of voluntary movements.,,C0026650,HP:0100022,Abnormality of movement,An abnormality of movement with a neurological basis characterized by changes in coordination and speed of voluntary movements.,True
http://purl.obolibrary.org/obo/HP_0100023,HP_0100023,Recurrent hand flapping,,A type of repetitive behavior in which the affected individual repeatedly waves the hands and/or arms rhythmically.,,C4022387,HP:0100023,Recurrent hand flapping,A type of repetitive behavior in which the affected individual repeatedly waves the hands and/or arms rhythmically.,True
http://purl.obolibrary.org/obo/HP_0100033,HP_0100033,Tics,,"Repeated, individually recognizable, intermittent movements or movement fragments that are almost always briefly suppressible and are usually associated with awareness of an urge to perform the movement.",,C2169806,HP:0100033,Tics,"Repeated, individually recognizable, intermittent movements or movement fragments that are almost always briefly suppressible and are usually associated with awareness of an urge to perform the movement.",True
http://purl.obolibrary.org/obo/HP_0100034,HP_0100034,Motor tics,,Movement-based tics affecting discrete muscle groups.,,C0751900,HP:0100034,Motor tics,Movement-based tics affecting discrete muscle groups.,True
http://purl.obolibrary.org/obo/HP_0100277,HP_0100277,Periauricular skin pits,,Benign congenital lesions of the periauricular soft tissue consisting of a blind-ending narrow tube or pit.,,C4022171,HP:0100277,Periauricular skin pits,Benign congenital lesions of the periauricular soft tissue consisting of a blind-ending narrow tube or pit.,True
http://purl.obolibrary.org/obo/HP_0100660,HP_0100660,Dyskinesia,,A movement disorder which consists of effects including diminished voluntary movements and the presence of involuntary movements.,,C0013384,HP:0100660,Dyskinesia,A movement disorder which consists of effects including diminished voluntary movements and the presence of involuntary movements.,True
http://purl.obolibrary.org/obo/HP_0100703,HP_0100703,Tongue thrusting,,"Pressing forward of the tongue in the mouth, a retained motoric habit from infantile swallowing patterns",,C1829460,HP:0100703,Tongue thrusting,"Pressing forward of the tongue in the mouth, a retained motoric habit from infantile swallowing patterns",True
http://purl.obolibrary.org/obo/HP_0100704,HP_0100704,Cerebral visual impairment,,A form of loss of vision caused by damage to the visual cortex rather than a defect in the eye.,,C0155320;C4048268,HP:0100704,Cerebral visual impairment,A form of loss of vision caused by damage to the visual cortex rather than a defect in the eye.,True
http://purl.obolibrary.org/obo/HP_0100710,HP_0100710,Impulsivity,,"Acting on the spur of the moment or on a momentary basis without consideration of outcomes; having difficulty establishing or following plans; experiencing a sense of urgency and engaging in behavior that is uninhibited, cannot be inhibited, and is uncontrolled. The possibility of repression is inconceivable.",,C0021125,HP:0100710,Impulsivity,"Acting on the spur of the moment or on a momentary basis without consideration of outcomes; having difficulty establishing or following plans; experiencing a sense of urgency and engaging in behavior that is uninhibited, cannot be inhibited, and is uncontrolled. The possibility of repression is inconceivable.",True
http://purl.obolibrary.org/obo/HP_0100716,HP_0100716,Self-injurious behavior,,Self-aggression.,,C0085271,HP:0100716,Self-injurious behavior,Self-aggression.,True
http://purl.obolibrary.org/obo/HP_0100851,HP_0100851,Abnormal emotional state,,"Emotions are complex psychological states that involve three distinct components: a subjective experience, a physiological response, and a behavioral or expressive response. In an abnormal emotional state, an affected individual shows altered intensity, frequency, or duration of emotional experiences.",,C4020949,HP:0100851,Abnormal emotional state,"A disturbance in the experience or expression of emotion, characterized by alterations in valence, intensity, frequency, or duration. It may also involve emotional responses that are mismatched, exaggerated, or incongruent relative to internal expectations or external contextual stimuli, such as experiencing negative affect in response to neutral or positive events.",True
http://purl.obolibrary.org/obo/HP_0200008,HP_0200008,Intestinal polyposis,,The presence of multiple polyps in the intestine.,,C0744333;C1257915,HP:0200008,Intestinal polyposis,The presence of multiple polyps in the intestine.,True
http://purl.obolibrary.org/obo/HP_0200055,HP_0200055,Small hand,,Disproportionately small hand.,,C0575802,HP:0200055,Small hand,Disproportionately small hand.,True
http://purl.obolibrary.org/obo/HP_0400000,HP_0400000,Tall chin,,Increased vertical distance from the vermillion border of the lower lip to the inferior-most point of the chin.,,C3532221;C4021875,HP:0400000,Tall chin,Increased vertical distance from the vermillion border of the lower lip to the inferior-most point of the chin.,True
http://purl.obolibrary.org/obo/HP_0410030,HP_0410030,Cleft lip,,A gap in the lip or lips.,,,HP:0410030,Cleft lip,A gap in the lip or lips.,True
http://purl.obolibrary.org/obo/HP_0500231,HP_0500231,Abnormal CSF pyruvate family amino acid concentration,,Any deviation from the normal concentration of pyruvate-family amino acids in the cerebrospinal fluid.,,,HP:0500231,Abnormal CSF pyruvate family amino acid concentration,Any deviation from the normal concentration of pyruvate-family amino acids in the cerebrospinal fluid.,True
http://purl.obolibrary.org/obo/HP_4000073,HP_4000073,Pronoun reversal,,Atypical language features characterized by first vs. second or third person pronoun errors such as using 'you' or 'he/she' in place of 'I'.,,,HP:4000073,Pronoun reversal,Atypical language features characterized by first vs. second or third person pronoun errors such as using 'you' or 'he/she' in place of 'I'.,True
http://purl.obolibrary.org/obo/HP_4000081,HP_4000081,Reduced production of gestures,,Diminished use of typical non-verbal conversational gestures such as shaking the head to indicate no or nodding the head to indicate yes.,,,HP:4000081,Reduced production of gestures,Diminished use of typical non-verbal conversational gestures such as shaking the head to indicate no or nodding the head to indicate yes.,True
http://purl.obolibrary.org/obo/HP_5200018,HP_5200018,Stereotypic upper-extremity movements,,Abnormal movements of the upper extremities.,,,HP:5200018,Stereotypic upper-extremity movements,Abnormal movements of the upper extremities.,True
